City,Cuisine,count
Stockholm,Chilean,1
Stockholm,Ukrainian,1
Vienna,European,1245
Vienna,Vegetarian Friendly,958
Vienna,Austrian,947
Vienna,Central European,532
Vienna,Italian,339
Vienna,Mediterranean,310
Vienna,Vegan Options,302
Vienna,Asian,267
Vienna,Gluten Free Options,250
Vienna,Bar,215
Vienna,German,209
Vienna,Pizza,197
Vienna,Cafe,194
Vienna,International,188
Vienna,Pub,148
Vienna,Chinese,136
Vienna,Wine Bar,123
Vienna,Sushi,108
Vienna,Japanese,104
Vienna,Middle Eastern,92
Vienna,Seafood,81
Vienna,American,77
Vienna,Fast Food,71
Vienna,Fusion,60
Vienna,Gastropub,56
Vienna,Indian,56
Vienna,Contemporary,49
Vienna,Diner,48
Vienna,Soups,47
Vienna,Vietnamese,42
Vienna,Turkish,41
Vienna,Barbecue,41
Vienna,Greek,41
Vienna,Grill,40
Vienna,Healthy,37
Vienna,Thai,36
Vienna,Delicatessen,36
Vienna,Steakhouse,34
Vienna,French,30
Vienna,Spanish,29
Vienna,Halal,28
Vienna,Mexican,26
Vienna,Eastern European,22
Vienna,Croatian,21
Vienna,South American,20
Vienna,Israeli,18
Vienna,Latin,18
Vienna,Korean,18
Vienna,Lebanese,16
Vienna,Brew Pub,14
Vienna,Street Food,13
Vienna,Central American,12
Vienna,Hungarian,10
Vienna,Irish,9
Vienna,Persian,9
Vienna,Portuguese,7
Vienna,Kosher,7
Vienna,Russian,7
Vienna,British,7
Vienna,Peruvian,6
Vienna,Moroccan,6
Vienna,Arabic,6
Vienna,Sri Lankan,6
Vienna,Czech,5
Vienna,Taiwanese,5
Vienna,Egyptian,4
Vienna,African,4
Vienna,Argentinean,4
Vienna,Polish,4
Vienna,Pakistani,4
Vienna,Ukrainian,3
Vienna,Cuban,3
Vienna,Southwestern,3
Vienna,Caribbean,3
Vienna,Romanian,2
Vienna,Malaysian,2
Vienna,Balti,2
Vienna,Filipino,2
Vienna,Tibetan,2
Vienna,Swiss,2
Vienna,Brazilian,2
Vienna,Scandinavian,2
Vienna,Armenian,2
Vienna,Ethiopian,2
Vienna,Georgian,1
Vienna,Native American,1
Vienna,Venezuelan,1
Vienna,Scottish,1
Vienna,Belgian,1
Vienna,Afghani,1
Vienna,Australian,1
Vienna,Swedish,1
Vienna,Tunisian,1
Vienna,Fujian,1
Vienna,Mongolian,1
Vienna,Danish,1
Vienna,Ecuadorean,1
Vienna,Indonesian,1
Vienna,Bangladeshi,1
Warsaw,European,711
Warsaw,Polish,473
Warsaw,Vegetarian Friendly,465
Warsaw,Italian,265
Warsaw,Central European,222
Warsaw,Mediterranean,183
Warsaw,Asian,168
Warsaw,Vegan Options,163
Warsaw,International,147
Warsaw,Bar,136
Warsaw,Eastern European,128
Warsaw,Pub,113
Warsaw,Pizza,106
Warsaw,Gluten Free Options,105
Warsaw,Sushi,104
Warsaw,Japanese,104
Warsaw,Cafe,84
Warsaw,American,78
Warsaw,Thai,60
Warsaw,Fusion,57
Warsaw,Fast Food,51
Warsaw,Indian,50
Warsaw,Healthy,48
Warsaw,Soups,46
Warsaw,Chinese,38
Warsaw,Wine Bar,36
Warsaw,French,34
Warsaw,Contemporary,34
Warsaw,Steakhouse,33
Warsaw,Middle Eastern,32
Warsaw,Spanish,31
Warsaw,Grill,30
Warsaw,Vietnamese,29
Warsaw,Mexican,28
Warsaw,Seafood,23
Warsaw,Turkish,22
Warsaw,Gastropub,20
Warsaw,Barbecue,19
Warsaw,Lebanese,18
Warsaw,Brew Pub,17
Warsaw,Israeli,16
Warsaw,Korean,14
Warsaw,Halal,12
Warsaw,Latin,11
Warsaw,Greek,10
Warsaw,Diner,10
Warsaw,Arabic,9
Warsaw,Nepali,8
Warsaw,Central American,8
Warsaw,Czech,7
Warsaw,Ukrainian,7
Warsaw,Georgian,6
Warsaw,British,6
Warsaw,Street Food,5
Warsaw,Kosher,5
Warsaw,South American,5
Warsaw,Russian,5
Warsaw,German,5
Warsaw,Indonesian,4
Warsaw,Hungarian,4
Warsaw,Egyptian,4
Warsaw,Belgian,4
Warsaw,Argentinean,4
Warsaw,Croatian,3
Warsaw,Delicatessen,3
Warsaw,Irish,2
Warsaw,Cuban,2
Warsaw,Moroccan,2
Warsaw,Caribbean,2
Warsaw,Hawaiian,2
Warsaw,Azerbaijani,1
Warsaw,African,1
Warsaw,Tibetan,1
Warsaw,Pakistani,1
Warsaw,Portuguese,1
Warsaw,Taiwanese,1
Warsaw,Dutch,1
Warsaw,Chilean,1
Warsaw,Scandinavian,1
Warsaw,Brazilian,1
Warsaw,Sri Lankan,1
Warsaw,Romanian,1
Warsaw,Australian,1
Warsaw,Tunisian,1
Warsaw,Southwestern,1
Warsaw,Central Asian,1
Warsaw,Malaysian,1
Warsaw,Venezuelan,1
Warsaw,Balti,1
Zurich,Vegetarian Friendly,602
Zurich,European,591
Zurich,Swiss,323
Zurich,Mediterranean,252
Zurich,Italian,242
Zurich,Central European,200
Zurich,Asian,187
Zurich,Vegan Options,163
Zurich,Gluten Free Options,150
Zurich,Bar,134
Zurich,Pizza,101
Zurich,International,97
Zurich,Cafe,80
Zurich,Pub,72
Zurich,Thai,70
Zurich,Fast Food,56
Zurich,American,55
Zurich,Chinese,55
Zurich,Indian,51
Zurich,Japanese,50
Zurich,Sushi,48
Zurich,French,46
Zurich,Healthy,39
Zurich,Middle Eastern,36
Zurich,Grill,34
Zurich,Soups,34
Zurich,Seafood,29
Zurich,Spanish,29
Zurich,Wine Bar,29
Zurich,Contemporary,28
Zurich,Barbecue,24
Zurich,Delicatessen,23
Zurich,Vietnamese,23
Zurich,Steakhouse,22
Zurich,Lebanese,21
Zurich,Diner,21
Zurich,Turkish,21
Zurich,Mexican,20
Zurich,German,19
Zurich,Halal,18
Zurich,Fusion,14
Zurich,South American,14
Zurich,Latin,12
Zurich,Greek,9
Zurich,Argentinean,8
Zurich,British,8
Zurich,Sri Lankan,7
Zurich,Central American,6
Zurich,Pakistani,6
Zurich,Austrian,6
Zurich,Moroccan,6
Zurich,Korean,6
Zurich,Street Food,6
Zurich,Malaysian,5
Zurich,Brazilian,5
Zurich,African,5
Zurich,Irish,5
Zurich,Gastropub,4
Zurich,Israeli,4
Zurich,Tibetan,3
Zurich,Indonesian,3
Zurich,Ethiopian,3
Zurich,Southwestern,3
Zurich,Persian,2
Zurich,Peruvian,2
Zurich,Hawaiian,2
Zurich,Nepali,2
Zurich,Portuguese,2
Zurich,Eastern European,2
Zurich,Egyptian,1
Zurich,Jamaican,1
Zurich,Bangladeshi,1
Zurich,Australian,1
Zurich,Central Asian,1
Zurich,Danish,1
Zurich,Singaporean,1
Zurich,Polynesian,1
Zurich,Belgian,1
Zurich,Balti,1
Zurich,Caribbean,1
Zurich,Tunisian,1
Zurich,Arabic,1
Zurich,Kosher,1
Zurich,Cambodian,1
Zurich,Scandinavian,1
Zurich,Native American,1
