491,7,965.09
492,9,61.62
493,3,391.37
494,7,375.50
495,2,238.48
496,6,332.89
497,5,778.35
498,7,676.43
499,7,915.68
500,1,313.90
501,3,301.40
502,3,387.87
503,4,57.65
504,3,384.41
505,9,339.96
506,6,56.16
507,8,1.07
508,1,497.77
509,6,756.33
510,4,80.75
511,6,789.37
512,3,983.98
513,7,620.99
514,7,977.11
515,7,880.49
516,9,547.31
517,3,119.97
518,6,742.31
519,2,787.11
520,4,235.03
521,4,54.53
522,9,391.37
523,6,326.61
524,8,291.08
525,3,983.98
526,3,501.63
527,6,372.92
528,3,161.50
529,1,536.35
530,2,650.14
531,2,672.65
532,7,839.21
533,1,134.03
534,3,649.87
535,6,137.96
536,8,198.97
537,6,906.40
538,5,373.68
539,8,315.09
540,2,732.77
541,2,473.95
542,7,681.93
543,7,766.37
544,3,150.25
545,6,504.17
546,6,191.45
547,1,89.67
548,9,816.87
549,9,206.46
550,5,259.23
551,1,265.88
552,2,662.23
553,8,869.48
554,3,842.50
555,2,935.61
556,3,936.91
557,7,586.62
558,8,642.05
559,3,445.43
560,8,841.06
561,5,275.40
562,4,817.62
563,2,686.44
564,5,769.29
565,1,32.95
566,8,696.01
567,7,462.02
568,7,541.97
569,3,970.31
570,2,37.82
571,3,52.52
572,7,482.79
573,6,842.94
574,4,556.63
575,1,800.25
576,9,642.55
577,3,226.40
578,6,90.57
579,7,788.40
580,6,967.53
581,1,115.24
582,8,843.64
583,8,226.42
584,8,770.16
585,7,830.38
586,1,259.24
587,9,374.51
588,9,672.13
589,4,592.96
590,3,35.38
591,2,139.39
592,7,394.00
593,1,411.33
594,8,34.98
595,8,461.16
596,7,723.07
597,8,458.47
598,6,672.22
599,9,664.42
600,8,277.83
601,1,200.66
602,1,741.09
603,6,241.67
604,1,539.57
605,3,442.37
606,3,776.99
607,1,245.76
608,5,146.54
609,9,783.00
610,3,329.72
611,4,578.57
612,8,67.47
613,3,566.04
614,1,267.35
615,2,761.90
616,2,538.79
617,2,335.32
618,7,644.67
619,3,781.14
620,5,937.79
621,4,866.07
622,8,711.24
623,7,138.90
624,1,437.26
625,4,842.25
626,7,906.54
627,8,697.18
628,7,137.41
629,7,718.71
630,6,546.55
631,1,707.06
632,6,570.17
633,3,117.25
634,2,775.66
635,7,875.76
636,6,891.78
637,5,205.54
638,3,92.31
639,1,472.75
640,1,402.17
641,4,849.01
642,8,826.64
643,4,277.56
644,6,951.21
645,6,329.75
646,2,199.38
647,1,373.19
648,7,692.80
649,4,569.52
650,1,665.75
651,8,734.49
652,8,346.04
653,6,906.66
654,7,26.39
655,2,652.92
656,1,859.33
657,4,792.54
658,1,478.93
659,2,302.04
660,2,162.29
661,2,771.17
662,9,45.58
663,3,846.04
664,3,603.65
665,4,656.30
666,7,602.99
667,8,37.85
668,2,132.17
669,7,859.21
670,1,854.84
671,3,463.77
672,4,874.98
673,5,760.16
674,4,887.65
675,5,102.80
676,1,981.78
677,4,970.03
678,4,561.10
679,3,397.99
680,6,325.95
681,4,49.81
682,6,321.53
683,2,953.83
684,4,600.92
685,2,708.84
686,8,586.03
687,3,374.83
688,6,713.06
689,7,511.69
690,5,964.29
691,3,813.58
692,3,85.99
693,9,298.79
694,6,217.67
695,9,401.86
696,5,730.34
697,1,654.92
698,2,319.13
699,3,563.98
700,7,366.20
701,2,554.31
702,9,689.69
703,4,318.63
704,8,803.74
705,6,22.23
706,7,338.77
707,5,759.44
708,5,981.84
709,2,629.61
710,4,423.24
711,5,473.44
712,9,798.23
713,7,959.35
714,9,658.84
715,6,21.49
716,6,374.24
717,1,577.40
718,8,214.78
719,9,421.12
720,4,347.29
721,8,382.35
722,1,129.50
723,6,608.61
724,3,39.21
725,2,401.30
726,3,538.87
727,6,856.64
728,1,973.77
729,7,324.80
730,8,967.70
731,7,817.88
732,9,979.96
733,2,577.26
734,7,23.52
735,7,567.50
736,5,335.21
737,3,324.13
738,6,595.02
739,8,191.38
740,1,712.73
741,4,695.08
742,5,45.00
743,1,22.00
744,6,722.24
745,9,134.04
746,4,210.80
747,5,205.45
748,4,498.49
749,2,422.59
750,8,337.98
751,5,803.46
752,1,74.64
753,7,154.94
754,1,157.23
755,3,546.98
756,1,923.86
757,5,269.24
758,7,177.86
759,5,328.82
760,9,450.16
761,1,22.55
762,8,65.87
763,3,121.73
764,3,561.30
765,3,98.68
766,8,333.95
767,6,973.66
768,2,51.20
769,2,767.06
770,1,712.86
771,5,530.28
772,8,20.27
773,6,146.26
774,8,205.53
775,7,935.78
776,8,388.21
777,1,509.55
778,1,936.02
779,3,981.97
780,9,916.27
781,2,701.06
782,1,22.26
783,5,364.95
784,7,715.53
785,4,724.55
786,2,402.44
787,1,736.01
788,2,263.75
789,9,888.42
790,3,687.38
791,3,240.36
792,9,453.29
793,9,740.02
794,5,323.78
795,9,222.89
796,6,849.86
797,3,454.48
798,6,528.84
799,4,552.85
800,1,939.95
801,1,563.15
802,3,6.94
803,1,358.15
804,9,296.12
805,1,574.75
806,1,191.69
807,9,318.07
808,4,592.81
809,6,297.98
810,5,609.50
811,8,860.34
812,9,218.54
813,8,346.49
814,2,558.70
815,7,863.64
816,6,903.83
817,5,542.80
818,9,100.60
819,4,632.13
820,5,635.50
821,3,857.75
822,5,330.05
823,5,315.75
824,7,709.93
825,7,315.84
826,5,688.23
827,9,53.35
828,5,560.71
829,3,97.87
830,6,361.46
831,8,332.39
832,4,523.96
833,5,615.55
834,8,33.63
835,7,749.57
836,3,111.66
837,3,764.84
838,8,491.49
839,1,862.68
840,8,601.88
841,7,981.28
842,6,964.50
843,5,926.81
844,5,832.83
845,8,248.23
846,9,300.60
847,2,785.15
848,2,335.06
849,5,543.18
850,8,566.01
851,1,485.20
852,4,985.32
853,3,135.60
854,6,386.15
855,3,576.73
856,7,17.14
857,5,912.42
858,1,659.00
859,7,940.80
860,4,33.50
861,6,945.07
862,4,528.06
863,5,712.23
864,4,924.03
865,3,287.72
866,8,651.22
867,3,318.23
868,7,751.01
869,6,282.17
870,5,820.07
871,1,372.97
872,7,672.59
873,9,357.65
874,3,333.34
875,6,446.36
876,9,578.19
877,2,211.32
878,5,937.78
879,5,381.60
880,9,952.46
881,2,523.46
882,5,494.73
883,3,468.62
884,5,387.85
885,9,834.19
886,8,988.86
887,9,249.97
888,4,457.97
889,5,257.03
890,9,953.34
891,7,519.15
892,6,440.60
893,8,152.24
894,7,528.33
895,7,381.84
896,9,73.40
897,5,740.03
898,6,504.48
899,5,750.72
900,4,209.97
901,2,335.46
902,5,90.89
903,5,115.28
904,4,658.63
905,9,724.20
906,3,450.37
907,5,367.38
908,5,44.34
909,7,269.53
910,3,455.41
911,4,850.08
912,7,882.63
913,1,664.93
914,7,162.78
915,9,727.14
916,3,586.65
917,3,810.37
918,2,449.98
919,5,382.38
920,1,470.37
921,8,155.30
922,6,98.38
923,3,935.99
924,8,103.55
925,3,842.51
926,6,175.72
927,1,167.06
928,2,751.73
929,8,125.56
930,4,99.37
931,3,616.65
932,5,611.06
933,8,29.17
934,6,617.00
935,2,954.75
936,6,341.67
937,8,609.61
938,7,743.32
939,3,697.70
940,3,242.96
941,5,713.25
942,4,210.53
943,8,265.08
944,6,688.65
945,3,681.25
946,4,881.10
947,2,658.13
948,3,918.29
949,4,980.03
950,4,873.27
951,7,363.00
952,1,319.90
953,6,691.59
954,6,228.96
955,8,41.31
956,1,966.93
957,9,14.71
958,6,30.99
959,5,293.69
960,4,340.12
961,2,680.69
962,3,219.40
963,4,283.72
964,2,153.13
965,3,285.77
966,7,948.92
967,1,18.36
968,1,913.51
969,7,879.55
970,7,307.03
971,1,171.01
972,7,621.46
973,6,200.00
974,6,33.89
975,1,872.71
976,3,7.70
977,3,461.26
978,7,646.26
979,8,162.77
980,7,361.11
981,5,433.44
982,4,875.03
983,9,415.28
984,6,601.25
985,2,510.80
986,6,72.49
987,8,929.28
988,4,802.25
989,4,361.06
990,3,800.10
991,4,939.23
992,2,642.07
993,9,75.92
994,3,705.12
995,6,812.36
996,1,521.32
997,5,395.93
998,4,417.15
999,4,290.86
1000,6,374.08
